PostId,"GROUP_CONCAT(Text SEPARATOR ' ')"
91372,"Thank you very I begin to see the pattern of the proof.  Though I do not need Korselt Criterion I shall prove it on the run so it's done.

But one big problem remains for me : why do $(an)=1$ ? for instance if $n$ would be $p^k(1+p^{k-1})$ the statement would be wrong since $a|n$.  Of course such a $n$ is not a caermichael number for $k \ge 2$ since it is not square-free but that's what I want to prove !  Finding coprimes is a recurring issue I cannot get rid of.

PS: Sorry for the answer I use another account to answer.  I didn't understand you can recover an account. If you are referring to the $a$ in my proof you *choose* it so that it is coprime to $n$. You can do this by the Chinese remainder theorem: for instance there is an $a$ such that $a\equiv1+p^{k-1}\pod{p^k}$ and $a\equiv1\pod{n/p^k}$; such an $a$ is necessarily coprime to $n$. You can avoid problems with involuntary creation of multiple accounts if you register and you can ask on meta.mathoverflow.net to merge your existing accounts. So you add "
91375,"Will isn't D1 more to the point than D7? We have (thanks to Noam Elkies) 3 4th powers that sum to a 4th power and (thanks to Lander and Parkin) 4 5th powers that sum to a 5th power. Guy says that for $k\ge6$ there is no known sum of $k$ $k$th powers giving a $k$th power.  Did your student ever turn in the paper on principal binary quadratic form plus monic cubic one-variable polynomial the sum representing all numbers? Gerry found it you are right.  I don't see why $G(k)$ is an upper bound for $n(k).$ Since every large $k$-th power is already a  $k$-th power I think they are irrelevant to the value of $G(k).$ Oh well. In Unsolved Problems in Number Theory by Richard K. Guy the closest thing is section D7 page 153 in my edition very specific your $x_j = j$ and $y = n+1$ Rufus Bowen conjectured no solutions. Does anyone know an all positive solution to $x^3 + y^3 + z^3 = t^3?$ I don't think $10^3 + 9^3 = 12^3 + 1^3$ counts. $3^3 + 4^3 + 5^3 = 6^3 \; \; \; 1^3 + 6^3 + 8^3 = 9^3 \; \; 3^3 + 10^3 + 18^3 = 19^3 \; "
91377,"Is there a Fourier transform in the category? I would guess that you would learn more by working out what the definitions mean in this simple case than by looking up answers. I don't agree with your definition of a categorified poset. I think this should rather be a $2$-category such that each hom-category is equivalent to the final category or empty (since a poset is a category such that each hom-set is a point or empty) or something similar. The process of categorification means that you ""climb up"" one abstraction level not just identifiying something below with something above. Martin I don't think he's using the word ""categorified"" in that sense -- he just means he's making or considering the poset a category. (-ify meaning generally ""to make"")  Martin Brandenburg: Maybe I misused the word ""categorification"": in the non-categorial mathematical literature a poset is a set (a 0-category) and the definition in my question is a 1-category: the elements become objects and the relations become arrows. It seems "
91378,"Is it possible to give a similar heuristic which explains why $\zeta^\prime/\zeta$ (v. its derivative) appears in the 1 level density of the zeros of quadratic Dirichlet $L$-functions? Dear Terry this phenomenon looks like it should be universal.  The building blocks of all L-functions are conjecturally the cuspidal automorphic representations $\pi$ of $\mathrm{GL}_n(\mathbf{A_Q})$.  If $\Lambda_{\pi}(n)$ denotes the $n$th Dirichlet coefficient of $-L'(s\pi)/L(s\pi)$ a Tauberian calculation together with an analysis of Rankin-Selberg L-functions gives $\sum_{n \sim X} |\Lambda_{\pi}(n)|^2\sim X\log{X}$ so $|\Lambda_{\pi}(n)|^2 \approx \Lambda(n) \log{n}$ on average."
91379,"For a Gaussian the entropy is a constant times the log of the variance (or standard deviation) and contains no more or less information than that. It's only when you allow non-Gaussian distributions that the entropy becomes a more interesting information measure. One characterization of the Gaussian distribution (say of mean 0 and variance 1) is that among all distributions of given mean and variance it has the highest entropy.  So the Gaussian solves a maximum entropy problem.  But I suspect that's not the kind of thing you're after.  Could you clarify what you mean by ""of any use""?  "
91380,"Do you mean preorders rather than posets or do you require the spaces to be $T_0$ or am I missing something? Right you are I mean T_0 Alexandrov spaces or else I should say
preorders."
91381,"Looking back at your post
you ask for _useful_ functors ...
maybe the first example is a bit too trivial then. This is an extremely useful functor when composed with other functors on the left. In combinatorics one frequently takes an object (let us say a graph) constructs a poset (say a poset of certain sets of vertices) cuts off the bounds (to have a non-contractible space) and applies your Pos->Top functor. In some cases the resulting space is a wedge of spheres and the dimension and/or the number of spheres express some properties of the original object."
91383,"Chuck: The transition to prime characteristic is an intriguing possibility in this setting though usually delicate.   It's probably worth asking Bram Broer himself to explain his remark.   And there is some further work beyond this paper which adapts some of Broer's arguments about normality to fields of good characteristic:  Jesper Funch Thomsen J. Algebra 227 (2000).    Thanks for the comments -- I'll ask Broer directly."
91385,"A superb exposition is contained in the first sections of Bott's ''Lectures on characteristic classes and foliations''.  Thank you Johannes"
91386,"I don't understand; say N=1.  Then the prescription sin(2 pi N delta) = sin(delta) doesn't hold.  Maybe N can only be infinite?  In any case I'd like to see more details. Does one prove surjectivity using power series expansions of arcsine and arccosine? If not that way then how? Presumably: sin(2 pi N + delta)=sin(delta) Oops it should have read: sin(2 pi N+delta)=sin(delta) not ""sin(2 pi N delta)"".

Sorry! I have now corrected the typo in the original answer.

Philip Ehrlich"
91387,"With your hypotheses the subspace is an effective divisor if and only if the ideal sheaf is locally free of rank 1.  You can use Fitting ideals etc. to see that the locus where the ideal sheaf is not locally free of rank 1 is a closed analytic subspace et cetera."
91388,"Thanks! One can prove this as follows: 1) The case $X$ affine $\mathcal{A}$ polynomial ring is well-known (projective space). 2) Then deduce it for affine $X$ but $\mathcal{A}$ arbitrary; using some closed immersion. 3) By gluing conclude the general case. # Is there a shorter proof? # Can you give a reference to this universal property in the literature? I also wanted to mention that this universal property *implies* the usual universal property of the blowing up: Namely if $\langle f^* I \rangle \subseteq \mathcal{O}_Y$ is invertible then one can show that there is an epimorphism $\mathcal{L} \to \langle f^* I \rangle$ which must be an isomorphism since both are invertible. This is compatible with $f^* I \to \mathcal{L}$. Thus we end up with a unique $Y$-valued point of the blowing up. The  arrow map in the row nine isnt reverse? Buschi: ? There is no arrow map in row 9."
91389,"Thank you! Very useful answer."
91390,"The paper gives email addresses for each author. You could try contacting them"
91391,"The sole purpose of this comment is to contain the word ""quasiorder"" (an alternative name for preorders) -- greetings to the all-seeing eye of google. A very nice answer thank you.  Though I think I've made the same error as P. May: My answer talks about *preorders*. Sorry about that ...  Martin: Could you include references to this if any? Martin: morally I don't think you've made an error. If the OP wants to learn this stuff one of the things they should spend time understanding is why it's OK to treat posets and preorders as essentially the same thing."
91392,"I guess I should occasionally reload my browser... This answer was not here when I started mine then I was interrupted and it took a while before I got back to finishing it... Sorry for the duplication but it might be worth leaving my answer there as it has some references. No problem. Your answer is certainly more thorough."
91393,"Could not download it but 
I found a direct link to pdf:
http://www.intlpress.com/HHA/v12/n2/a7/v12n2a7.pdf
"
91396,"In the question and in the answers by Hans and by Denis Serre there are examples of how the 1st order terms can be eliminated. Transforming from divergence to non-divergence form as you mentioned or vice-versa is another technique. It is applicable if the equation is linear and the 1st order term satisfies an integrability condition that allows it to be expressed as in your formula. I am still interested in given a more general elliptic equation finding a form without such terms if one exists."
91397,"What do you mean by ""Spectrum of a Laplace operator is a quadratic polynomial""?"
91399,"There were Mathema There was Mathematics before Grothendieck. Type ""Sheaf theory history"" on Google and you will get a paper by Haynes Miller ""Leray in Offlag XVIIA: The origins of sheaf theory..."" with all information you will ever need!
Roger Godement Roger:  Thank you!  I will read this. Are you saying that neither de Rham nor Weil had anything to do with it? Just curious... It is a more interesting question and one that can be answered given Weil's collected papers whether Weil published anything about it. I recall that he did some road-testing of the sheaf idea around maybe 1947 and this was probably unpublished material/Bourbaki early drafting. Found it thanks"
91403,"It depends on what you mean by ""discrete Gaussian distribution"". For example if $\sigma \ll 1$ the floor will be uniformly distributed between the values $0$ and $-1.$ Is that ""discrete gaussian""?"
91405,"Perfect!  I can't tell you how much this helps my paper."
91409,"Thanks again BZ this explains it. I didn't know about Victor's paper and it does sound interesting (although no section 3.4 there :) ) I'll wait a couple of days to see if someone here has anything to add about the ""highest weight"" property  and I'll accept it. I'll add a reference to your manuscript when it comes out.  Hi David and thanks for the reply I need to absorb the theorem you mention. I wasn't expecting the flag variety to be that space. At least without specifying conditions like ""highest weight"" or similar that allow us to induce from the Borel in the usual situation but I guess this is hidden in your notion of smooth.

Also you're absolutely right I'm interested in (gK)-modules but it gets technical to write what an action of a Lie algebra on a Category is I guess I could edit my question and add references to Xin-Wen's articles or Baez-Crans and Roytenberg on the 2-vector space case. "
91410,"Thanks for this answer. I am familiar with the $N=2$ situation. Actually Silberger in ""PGL(2) over the p adics"" is more precise but omits even characteristic. An analogue of the Bruhat decomposition would be certainly convenient but I think that the Iwahori decomposition plus the Bruhat decomposition over the residue field should be enough to circumvent it via induction by steps. Actually if you looked into the history of the question you will see that I have described all this before I decided to make the question a little bit more catchy because of zero reaction;) I had not looked at the history... Howe's 1973 Trans. AMS paper ""On the principal series of $GL_n$ over $p$-adic fields."" concerns the types of (unitary) principal series. These are roughly speaking the smallest irreducible constituents of the above representation restricted to $GL_n(\mathbb Z_p)$ (I'm not sure it's literally the smallest). Howe shows that his type occurs only once and determines the representation. "
91411,"Interesting thought.  I believe Lions and Snitzman is the stronger paper (and I think the strongest result using this approach for constructing reflecting diffusions--Dirichlet forms people can do more general domains though).  I considered something like this but it seems like too much work both (as you said) in that it seems like all this theory of reflecting boundary conditions is not really necessary to answer my question and in that it would require me to expend a lot of unnecessary effort (albeit interesting effort as these papers have been on my ""to read"" list) to learn the material."
91412,"To be honest I prefer a public discussion. Just post your questions here or on AoPS (the SE forum moves too fast and is too overcrowded with people looking for help with their homeworks to run the discussion there but AoPS College playground is a nice place if you think that your questions are not OK for MO)."
91413,"Thanks Ira I couldn't have put it better myself ;). Thank you Ira. That helps very much."
91414,"Known special cases: Pietro Mongelli has a paper on the ArXiv which calculates parabolic K-Ls for Boolean elements and includes an answer to this question.  His paper extends an European J. Comb. paper by Marietti on parabolic K-Ls for Boolean elements for $S_n$.  (For $S_n$ Boolean elements are those Bruhat smaller than the longest transposition but the Coxeter generalization is not the obvious one.)  It is probably possible to use the Lascoux-Schutzenberger formula for ordinary K-Ls to extend Marietti's answer (at least for the question of being 0 or not) to all covexillary permutations. Jonah: As you observe the question seems quite difficult.   The answer might be of combinatorial interest but I wonder whether it would have any impact on the subjects in which these polynomials arise most naturally: representation theory and algebraic geometry.   (Deodhar's papers have had a lot of citations in those directions especially.)   Probably your question will have a reasonable answer mainly in very special cases"
91417,"Thank you Tara. Your approach gave me a wider perspective. However I wonder if there is a less-involved solution for this problem. If I could see the specific example you are looking at I might have more to say.  In complete generality I could only suggest the approach I would probably take.  (I don't know much about $\omega$-regular languages but in general I prefer working with automata to other representations of languages.) I think it's easy given a Büchi automaton to describe the finite prefixes of words accepted by the automaton.  So perhaps you could first find a Büchi automaton accepting your language?  (I think it's straightforward to do that from the $\omega$-regular expression.)"
91418,"But it's wonderful to see you participating on MathOverflow! I am also very happy to see you here. Your book is one my favourites. I think that the ""Séminaire Cartan"" to which Roger Godement refers is this one: http://www.numdam.org/numdam-bin/feuilleter?id=SHC_1950-1951__3_ 
 If only send my greetings to Grothendieck is he still alive?"
91420,"Your question is ambiguous because $p_n$ is not uniquely determined.  Thank Felipe. Yes $p_n$ is not unique however I just call here $p_n$ for one of those. Dung Duong: I reworded your question to try to make it clearer. I hope that I haven't changed what you want to know. Try checking Ribenboim's book ""My Numbers My Friends"". It's very much a survey but if there's something to be said (i.e. if these are not open questions) it has the source. Your sequences are $A_0 = 0$ $A_1 = p-1$ and $A_n = (p+1)A_{n-1} - pA_{n-2}$ so covered by general linear recurrences."
91421,"I don't think Gross ever says anything non-trivial about reducible Galois representations in that paper. In fact it even surprises me that he proves (A) in the paper. Is the first line of the proof of (A) ""if the mod $p$ rep is reducible then just let $g$ be an appropriate Eisenstein series?"" [i.e. not even a cusp form]? Back in those days the assumption that the mod $p$ representation was irreducible was commonplace. I certainly don't know the answer to your questions by the way. It would surprise me a little if Gross' methods could say anything about the reducible case. Kevin: Thanks. Indeed in the first paragraph of the proof of Cor. 13.11 Gross says ""If $\rho_f$ is reducible [...] one can show using the theory of Eisenstein series that a form $h$ satisfying (2) also exists"" where (2) is the condition that describes a companion form and then briefly describes how to this in a particular case."
91423,"Nice spirals ! Regarding Q1 it will be probably hard to prove this is always the case given that it's unknown whether there are infinitely many Gaussian primes of the form $n+i$ with $n \in \mathbf{Z}$. So starting at $N+i$ and moving $+x$ we cannot exclude the possibility of hitting no prime. +1 for ""step on a plane"". Will you meet gaussian primes ? Is there something similar for Eisenstein primes? This plot shows some patterns: http://mathworld.wolfram.com/EisensteinPrime.html P-Y: Thanks corrected. Just a remark: The Gaussian primes on any given path are either entirely in $2\mathbb{Z}[i]+1$ or entirely in $2\mathbb{Z}[i]+i$. Hi Joseph! If you fix your closed cycle (the shape not the location) it would correspond to a fixed pattern of prime and composite Gaussian integers along that fixed path. Perhaps heuristics might give the conjectural asymptotics for the number of such cycles with that shape in a disk of radius $M$ centered at the origin. Typo on the first line (Guassian). (I don't have edit privilege"
91424,"Thank you Liviu"
91425,"By ""reduced"" they probably mean a word in the/a normal form (there are different normal forms for the Braid groups). Then the assertion is true see the survey linked by Igor.  Not knowing how they define ""reduced word"" or ""reduced form"" I can only suggest looking closely at those definitions. Usually those terms mean that the words have no cancellation which is equivalent to the words representing the same element in the free group and that is *not* the same as equality in the braid group. The title of this question is very vague.  A better title would be something like 'The word problem in braid groups'."
91426,"Thanks Stephen. I was looking at the (maybe less useful) identity you get by applying Cauchy-Binet to $(A I)(I B)^T$. Just for the record that gives $\sum_{S T \subseteq [n]}{\det(A|_S + B|^T)}$ where $S$ and $T$ range over sets such that $|S| + |T| = n$ and $(A|_S)_{ij}$ is $A_{ij}$ if $j \in S$ and 0 otherwise and $(B|^S)_{ij}$ is $B_{ij}$ if $i \in T$ and 0 otherwise. "
91427,"The Poincaré homology sphere $P$ is a counterexample right? It's the quotient of $S^3$ by a finite group $G=2.A_5$ acting freely by isometries.  Any automorphism of $P$ lifts to its universal cover $S^3$and is thus a coset of $2.A_5$ in the normalizer of $2.A_5$ in ${\rm Aut}(S^3) = O_4({\bf R})$; but this normalizer is $2.A_5$ itself so ${\rm Aut(P)}$ is trivial.  But for even $d$ the space $H_d$ of harmonic polynomials of degree $d$ has a $2.A_5$ invariant subspace that is an eigenspace for the Laplacian on $P$ of dimension asymptotic to $\dim(H_d) / 60 \rightarrow \infty$ with $d$.
 The Poincare sphere is also a Seifert manifold. I have to admit that I am a bit confused about how the Seifert structure fits in the above picture."
91429,"I confess that I've never seen this definition of a Chebyshev net before. Could someone provide a reference for me to look at? Deane  This appears in Chebyshev's lecture  28 Aug 1878 (Paris)  I did not see the original but there is Russian translation: http://www.mathnet.ru/php/archive.phtml?wshow=paper&jrnid=rm&paperid=7034&option_lang=rus
$$ $$
Later: Bakelman Chebyshev networks in manifolds of bounded curvature
$$ $$
it was reproved in 
S.L. Samelson & W.P. Dayawansa On the existance of global Tchebyshev nets.
The proof is based on Ladyzhenskaya Shubov Unique solvability of the Caushy problem...



 Anton many thanks!"
91430,"Thanks.  This is indeed very helpful.  A month after I first post this question I found the local parametrization theorem in a book by Gunning & Rossi.  It's not very easy for me to follow but I'm trying to understand it."
91431,"After a bit of ingenuity to consider the space of closed subsets it becomes so easy! Thank you very much. By the way if I understand it correctly one should perhaps add $0$ and $1$ to each element of $\mathcal{F}$ to make sure they are closed in $[01]$ too. Indeed I'll edit the answer to reflect your suggestion."
91434,"Hint: Doesn't the inequality you are trying to prove look very much like an inequality solutions to an ODE might solve...? There should indeed be a minus sign in the exponential. I suppose this is a little interesting since it involves the optimal constant in the Poincaré inequality. Don't use the formula for the solution. Just use the heat equation itself. Differentiate the integral of $u^2$. Indeed it should be a decaying exponential and with the optimal constant. And Noam is right that you can get the desired inequality from the explicit solution. All of the terms in the Fourier series except for the first one decay even faster and the first term decays exactly at exactly the rate given by the inequality. Deriving the inequality directly from the equation is a good approach because it generalizes to appropriate variable coefficient heat equations as well as higher dimensions. Is the upper bound really supposed to be an *increasing* function of $t$?  Anyway the Fourier expansion seems to give a sharp bound"
91436,"The main thing is that the equation must be a linear homogeneous elliptic PDE with sufficiently smooth coefficients. In spirit a solution to such an equation behaves analogously to a solution to the standard Laplace equation or the Cauchy-Riemann equations which are always real or complex analytic and therefore satisfy the unique continuation principle. But alvarezpaiva gives the right reference below."
91437,"I heartily agree that this is a very impressive achievement. I would love to see such a combinatorial statement say about trees as Michael Blackmon suggested that gives rise to such an $F$. Thanks for clearing up my (now patently obvious!) mistake."
91439,"I don't understand this question.  We have two different groups $H$ and $H'$ acting on the same set $S$.  What does it mean for these actions to ""coinicide""? Steven: $H$ may coincide with $H'$ even if $G\ne G'$. In general $H$ and $H'$ can act with kernels $N N'$ and the actions of $H/N$ and $H'/N'$ may coincide (i.e. these two permutation groups may be the same). 
 In fact the question asks for an algorithm of finding the intersection of two subgroups of $S_n$ (I assume the set to be finite). Each subgroup is given by generating permutations. I guess the problem is  
NP-hard (at least).  I couldnt understand why this question has a vote to close and then by accident my stubby finger hit to vote to close when I was checking the reason. Sorry. This is a good question.  I vote to undo my accidental vote.  Benjamin Steinberg:  The vote to close was mine for the reason given in my comment above.  I see now that the question is both meaningful and interesting though I continue to believe that the wording makes it "
91441,"I bet there are more general results about the set of points where a solution vanishes. How messy can a closed set in the plane be if it is the zero set of a solution? Empty interior if not whole plane but if it's one-dimensional what can it look like locally up to diffeomorphism? From what I remember (reading Bers' paper ages ago in mid-1990s) that in dimension 2 zero level sets are always locally diffeomorphic to zero sets of $Re(q(z)dz^k)$ where $q(z)dz^k$ is a degree $k$ holomorphic quadratic differential. "
91442,"For this question I would suggest instead for the title something like 'Background for classical forcing notions'"
91444,"You mean the Seifeit surface?"
91445,"Great exposition Theo. Perhaps some consideration can be simplified by using that each ring hom. $C(S)= \mathbb{R}^S \to \mathbb{R}$ ($S$ discrete) is an evalution iff $S$ is realcompact. Moreover $S$ is realcompact iff $|S| < m$ where $m$ the first measureable cardinal.  Ralph: Yes I think that's the result I was trying to explain.  I didn't know the word ""realcompact"" so thanks!"
91446,"Actually my result unfortunately does not quite produce square cycles because I cannot preclude the existence of primes on the edges of the square with prime corners.  I can probably adapt the argument to exclude primes from a bounded number of places (by using a sieve to upper bound the exceptions) but the squares generated by the argument are quite large (the length of the square is comparable to the magnitude of the corners) and so it is actually rather likely that there are intervening primes somewhere along the edges. Beautiful observation that there are an infinite number of square cycles via Tao's result!"
91447,"Nice Greg you've addressed several of the symmetry issues that I now added as **Q3**.  Just a remark regarding Greg Martin's nice question (although I know this wasn't really the question): Ignoring the case of whether $M$ is itself a rational prime or not one way to construct a sequence $M^2+i^2$ all composite for $1\leq i \leq n-1$ is as follows: Consider $m^2+i^2$ $1\leq i \leq n-1$ for any $m\not=0$. Let $P$ be the product of all primes dividing these numbers and $m^{\prime}=m+P$. Then $(m^{\prime})^2 + i^2$ are all composite for $1\leq i \leq n-1$. In this case $m^{\prime}$ is the distance from one of the axes so it is in line with what Barry Cipra pointed out."
91449,"Sorry I should probably have dug a bit deeper before posting my crie de coeur.  I found a reference to this paper by Deutsch http://www.sciencedirect.com/science/article/pii/S0012365X98003719 and the answer may be there."
91454,"Is $a_1 \neq 0$ the final goal or are you interested in necessary (and possible sufficient) conditions on the sequence $\{a_n\}$ for  
$$
f(\theta) := \sum a_n e^{in\theta}
$$
to be a Jordan curve? "
91456,"I guess that if you understand the finite case the compact case will be very similar. So let us suppose K finite. Here is a candidate : let S be any multiplicity one left-submodule of C(K) containing a copy of each simple left module. Then take $M=N:=S. C(K)^H$. 

I am much too lazy to check anything at the moment but I'm pretty sure it works for H=K or H=\{e\}$ !

On the other hand this is maybe not as nice a construction as what you would hope for. Thx. What is $S.C(K)^H$? Well the product of these two subsets of $C(K)$ or if you prefer the $(C(K)^H)^{opp}$ submodule of $C(K)$ for the right multiplcation that is spanned by S (which is a $C(K)$-submodule for the left multiplication). Argh I don't know how to edit the previous comment. I meant the product of these two subvectorspaces not subsets. I.e. linear combinations of products."
91457,"It seems to me that $R$ can be written as a tensor product of $S \in M_q$ and $T \in M_p$ given by
$$ S[x_0x_1] = 1 \Leftrightarrow x_0 + 1 \equiv x_1\ (mod\ p) $$
and
$$ T[y_0y_1] = 1 \Leftrightarrow y_0 + 1 \equiv y_1 \ (mod\ p) $$

I suspect that there is a typo and the condition on $S$ is supposed to be $y_0+1 \equiv y_1\ (mod\ q)$.
In any case this tensor product formulation may be helpful."
91459,"Is the array environment not supported here? I am a little bit worried about a possible problem. It may be possible that $\vec{t}'$ vanishes at some point. IIRC if $a$ is large enough in comparison to $b$ this does not happen but I can't exclude this possibility at the moment. We need $\vec{n}(s)$ to be a continuous function of $s$ for the parametrization to be visually pleasing. Thank you very much! QHLIU you're welcome. May I inquire as to what you're doing with this? I see you are a theoretical physicist. I recall discussing parametrization of the trefoil with a friend (he is in theoretical physics). The studied topological charges something like Faddeev-Hopf Knots (?) and IIRC managed to get a trefoil to emerge also. I'm afraid I'm mostly ignorant about what they were doing. Found [the link.](http://arxiv.org/pdf/hep-th/9811053.pdf) Jyrki Lahtonen
Trefoil knot surface in R³ seems quite inevitable in physics world e.g. in the string theory electromagnetism fluid membrane condensed matter physics nanostruc"
91460,"Let $I$ be the Iwahori then $I//B(o)$ will not depend on the residue characteristic of $o$? ""Prasad seems to express a small degree of reservation""... how do you know? Thanks for another the very informative answer. Certainly you noticed that the other questions have also been by me. Btw. do you know what is know for the situation of SL(2)? Can we use here $Res_{SL_2(o)} Ind_{B(o)}^{GL_2(o)} \pi$ and mackey restriction induction formula?  Regarding the Iwahori I was referring to the Iwahori decomposition as a way to get a coarse description of the double coset spaces. This is not enough in general. Describing the constituents of `$\mathrm{Ind}_B^I\mathbf{1}$` is probably as difficult (i.e. untractable) as the original problem. Regarding Prasad's comment his use of the word 'seems' indicates some degree of uncertainty although I am not sure this was his intention. The best thing would be to ask Prasad directly."
91461,"Actually Brezis formula holds for maps in the Sobolev space $H^{1/2}(S^1S^1)$ although I assumed that $f'$ is $C^1$.                                                "
91462,"The error begins in line zero: Calculate without fixing a definition of $e^z$. That is not the problem $e^z=1+z+{1\over 2}z^2 +{1\over 6}z^3+\ldots$ is perfectly well-defined. The problem is not with defining $e^z$.  It's with defining $a^z$ for $a\neq e$. http://mathoverflow.net/faq#whatnot There does not seem to be any further need to edit this question.  Please let it be."
91465,"I am missing why $g(\theta) e^{i \theta}$ has constant speed. The function $g$ makes one total loop clockwise and one total loop anti-clockwise. It makes the first loop 3 times as fast as the second so it must spend $1/4$ of its time traveling clockwise. So $g$ is of the form $e^{4 i \theta}$ on the clockwise portions and $e^{-(4/3) i \theta}$ on the anti-clockwise portions. So $g$ sometimes has speed $4-1=3$ and sometime has speed $1-(-4/3) = 7/3$. You're absolutely right. I guess what I want is the following: suppose that $g$ moves clockwise $x$ times as fast as it moves anticlockwise. Then it spends $1/(x+1)$ of its time clockwise and $x/(x+1)$ of its time anticlockwise. Its speed clockwise is therefore $1+x$ anticlockwise $1+1/x$. I want then that $1+x−1=1+1/x+1$ i.e. $x^2−2x−1=0$. Sean's example is beautifully simple. It definitely shows that $|a_1|$ cannot be bounded away from zero. However deforming $f$ so that it becomes a simple closed curve with $a_1=0$ exactly seems delicate to me. Perhaps I'"
