PostId,"GROUP_CONCAT(Text SEPARATOR ' ')"
88611,"Uday: The upper limit is $x$. Pietro: This was indeed inspired by the LU decomposition. I'm wondering how to construct the analogous functional form of the decomposition. So you want a continuous analog of the decomposition of matrices into lower and upper triangular matrices. I'm not a specialist but it seems to me that for reasonably nice kernels (e.g. Hilbert-Schmidt) the natural approach should be: pass to the limit in the decomposition for finite dimensional approximations and show that the sequence of factors admits a converging subsequence.   Pietro Majer: Matrixes can not be decomposed in a product of upper triangular and lower triangular matrices (look up Bruhat decomposition). You have to allow permutation matrices. But nice interpretation of the question. Is the upper limit of the inner integral $x$ or $u.$ ? "
88620,"My impression is that Iserles and his coauthors have worked extensively on this - have you tried looking up his papers? You also might want to check out this article: [Unitary integrators and applications to continuous orthonormalization techniques](http://www.jstor.org/pss/2158162) by Dieci Russell and van Vleck."
88624,"I have had three interesting answers until now (not being ruled out that there are others in the future) meanwhile I have thought to accept the one giving more details and more supporting references. Despite the apparent simplicity of the question I think this is a very good question for this site."
88630,"This is discussed for a general model category in my answer to this question and in the comments after my answer: http://mathoverflow.net/questions/86016/alternative-characterization-of-homotopy-equivalence/86032#86032

It is not true that weak equivalences satisfy the calculus of fractions in general but this does hold after you apply the homotopy relation. Another good resource is the nLab article. Unfortunately I don't know how to make $W$ admit a calculus of fractions itself before applying the homotopy relation. Indeed this is one of the main motivations for having a model category to begin with- to avoid the calculus of fractions and set-theoretic concerns. There is something called a ""three-arrow calculus"" which works in any model category.  This is formalized in the book by Dwyer Kan Hirschhorn & Smith (AMS monograph.)  This is perhaps not the kind of calculus of fractions you would like but is probably the best you can do for an arbitrary model category. The simplest description of the homotopy categ"
88632,"Even when $a = 1$ and $b = 0$ there is no simple closed form for this. There is however a sizable literature on the asymptotics of such expressions; see for instance the discussion of the Euler summation formula in Concrete Mathematics by Graham Knuth and Patashnik.  Hmmm MathWorld suggests that $a=1b=0$ simplifies to an expression involving the Euler-Mascheroni constant and the digamma function but I'm unsure whether the latter can be computed efficiently. (http://mathworld.wolfram.com/HarmonicSeries.html)"
88635,"Why post here? I think stackoverflow is the appropriate site. I thought this question was more generic than just software related."
88643,"For ring a power series it actually follows from Konstantin Ardakov's answer. By Bass' theorem if it is projective it is free but I'm not sure this helps much. Do you know the answer for rings of power series?"
88645,"You probably know that the answer is yes if you replace $\mathfrak{g}_{\geq 0}$ with $\mathfrak{g}_{\geq 1}$. This is actually true for any positively graded Lie algebra."
88648,"This question is not that well-defined. I mean for a supersingular elliptic curve the deformation space is non-canonically isomorphic to  the formal spectrum of $W[[t]]$. If the question is ""can this be given a group structure"" then the answer is ""sure -- it's the open unit disc"". If this question is ""can this be given a canonical group structure"" then my answer is ""can you define canonical?"". I have problems with the rest of the question for similar reasons. But let me try and say something a bit more helpful. In the ordinary case the universal deformation space has a canonical point... ...in it namely the canonical lift. In the supersingular case I find it very very hard to tell one lift from the other especially if the lifts are $W$-valued; I spent ages staring at such things once and found it really difficult to tell any of them apart. If there's a natural group structure on the deformation space then whatever could the origin be? I can't guess. So I am skeptical about there being any natural sort of grou"
88650,"This is very unique to the torus.  What you are interested in is the mapping class group of the surface which is quite complicated and an active area of research.  I recommend looking at the introduction of the book ""A primer on mapping class groups"" by Farb and Margalit available here : http://www.math.utah.edu/~margalit/primer/ This can be appropriately generalized for closed surfaces.  The Dehn-Nielsen-Baer theorem says $MCG(\Sigma)$ is isomorphic to $Out(\pi_1(\Sigma))$.  For the torus we simply get $\pi_1=H_1$ and $Aut=Out$."
88658,"nice observation florian; probably you can post it as an answer ?; what is the explicit matrix on terms of $abc$ ?
 How does this relate to what used to be called Serre's Conjecture which was settled by Quillen and Suslin and later by Vaserstein and Suslin? OP: You're working over a principal ideal domain aren't you? Whenever you have $(abc)\in \mathbb F_2[t]^{1\times 3}$ with $gcd(abc)=1$ you will be able to (explicitly) complete this to a matrix in $GL_3(\mathbb F_2[t])$ (which in this case is the same as $SL_3$). Imposing any further conditions seems unnecessary. The slides you link to do this for an arbitrary ring and only there does the problem become difficult."
88659,"If $a_n=1$ for all $n$ then the answer is trivially yes (a spiral for example). But if $a_n=2$ for all $n$ then I don't think it works. If you start at $(00)$ then you can only visit vertices $(xy)$ where both $x$ and $y$ are divisible by 2. I'm not sure about $a_n=n$. I think it's an interesting question. Indeed using a checkerboard coloring the parity of the step size must be odd infinitely often if the path is to take at most omega many steps.  One can likely use to different colorings to get mod p results and one can use arguments to show that exponential growth and perhaps even polynomial growth for cubic and higher polynomials also will skip some squares.  Gerhard ""Ask Me About System Design"" Paseman 2012.02.16 I am inclined to say yes for a_n  = n since given any two squares and any pattern generated by the first m steps with the first square reached on the m+1st step there is always a path to reach the second square which does not tread on any previous squares.  A formal proof of the last statement sh"
88660,"TThe set of prime ideals of _any_ field is the one-point space.  Good point. This gives some intuitive evidence for the fact that Hochester's construction can give a ring that is an algebra over any field (since every space is in some sense a module over the one-point space)."
88666,"If $a$ and $c$ are large enough compared to the other coefficients then the left side will be positive for all $xy$ so there will be no solutions. Pietro has shown that if you take the full set of equations (or even a small chunk) you get infinitely many solutions. Simple cardinality considerations show it's impossible to have an uncountable infinity of solutions even taking all the equations. I see no question at a research level here so I vote to close.  Could you tell me why is this interesting?"
88670,"Not a suitable question for a research forum"
88673,"It is my understanding that the ""independent of l"" conjectures are still quite wide open. Weizhe Zheng 
Sur l'indépendance de  en cohomologie l-adique sur les corps locaux 
Annales scientifiques de l'ENS 42 fascicule 2 (2009) 291-334 
is probably among the most advanced results there are."
88677,"Are you using the Fell topology on the unitary dual?  I am looking at representations on a fixed vector space $V=l_2(X)$ so I suppose we fix some natural topology on the set of all maps from $G$ to $U(V)$ (but any information with any topology is fine)."
88679,"How do you know this is true? It's not true so ""with difficulty"" is the answer to your question. One way to prove that $k$ is an eigenvalue is exhibit an eigenvector. A square (4 cycle) labelled 1 x 1 x with x=-1 shows that -2 is an eigenvalue."
88680,"Hi guoyi 
Do you mean that you want to close up a 3D manifold with boundary? It seems to be a question related to ""prescribing Ricci curvature"". Yes Chih-Wei I wonder whether any bounded part of noncompact 3D manifold with positive Ricci can be closed up to a compact 3D compact manifold with positive Ricci but its original metric is unchanged.
I did not find such example yet. It has application in Ricci flow of 3D manifolds. You're not assuming that the metric is complete? Otherwise this was resolved by Schoen-Yau:
http://www.ams.org/mathscinet-getitem?mr=645740 If the metric is not complete is not a spherical ball (as a domain of a bigger spherical ball) a counterexample? Any connected noncompact manifold admits a noncomplete metric with Ric>0 (a result of Gromov). So if you know a 3-manifold which is not homeomorphic to a domain in a spherical form then you are done. I should be more precise:
Can any bounded domain in 3-dim noncompact manifold with Rc> 0 be ISOMETRICALLY imbedded into a 3-dim compact manifo"
88683,"I really can't parse this question. I think the OP is trying to ask whether it is better to do classical dynamical systems of $N$ interacting particles instead of on $\mathbb{R}^{6N}$ where the position and momentum of each of the particles are specified but on something like $\mathbb{R}^{N(N-1)}$ where the relative distances and relative speeds of pairs of particles are specified. If that is the case the answer is probably ""no"" for sufficiently large number of particles: $N(N-1)$ is bigger than $6N if $N > 7$ so you have too many degrees of freedom and requires certain constraints (triangle inequality and what not).  Willie's right about my goal: I'm looking for the formula for an interdistance acceleration $d^{2}R_{12}/dt^{2}=f( \lbrace M_{i}R_{ij}dR_{ij}/dt \rbrace )$ for some number of point masses like eight. In principle my only solution is to first numerically embed these eight points into space and then to calculate this interdistance acceleration but I was hoping for an analytic method (which could a"
88684,"The complement of the Hopf link in $S^3$ is the same thing as the complement of the union of unit circle in the $x-y$ plane and the $z$-axis in ${\bf R}^3$. The stereographic projection $(xyz)\mapsto (2\cdot x2\cdot y 2\cdot zx^2+y^2+z^2-1)/(1+x^2+y^2+z^2)$ gives an explicit map $\mathbb R^3\to\mathbb S^3$. You could see what is the image of your thick torus. The coordinate lines of the natural parametrization become circle arcs... Have fun. "
88686,"Thank you all very much for your helpful comments. In the real case you need to change the definition of recurrence: there's 0 probability of ever hitting any specific point so you look instead at recurrence to a neighbourhood (i.e. a random walk is recurrent if for each initial point $x$ and for each $\epsilon > 0$ the walk almost surely returns to an $\epsilon$-neighbourhood of $x$. With this definition the results are the same as in the discrete case: the random walk is recurrent in 1 and 2 dimensions; and transient in 3 dimensions or higher. That was very helpful. Thank you very much. A related result is Rayleigh's theorem: start at the origin in the plane and make $n$ steps of length one with directions chosen independently and uniformly at each step. Then the probability of ending up at distance less than one from the origin is $1/(n+1)$. For an elegant recent proof by Bernardi see http://math.mit.edu/~bernardi/publications/Rayleigh.pdf.
 Look for some sources ... http://en.wikipedia.org/wiki/Random_wal"
88687,"There are algorithms but I know of nothing significantly faster than testing each candidate against n up to x.  Unfortunately the multiplicative property does not hold in a nice way for one to break down the problem and analyze it.  If you do find a nice estimate let me know; it will help me on a current project.  Gerhard ""Ask Me About Jacobsthal's Function"" Paseman 2012.02.16 Of course if you know phi(n) and just need a rough estimate a linear approximation works well for x much larger than n.  For x less than n that is interesting territory.  Gerhard ""Ask Me About System Design"" Paseman 2012.02.16"
88688,"(1) Why do you think additivity should hold?  and (2) Have you checked additivity for the disjoint union of two one-point spaces?    1) Well Hatcher (pag. 160) says that the reduced version of an homology theory should also satisfy the additivity axiom. Then reduced singular homology should do it right?  However your second question makes me think that additivity would imply that the (reduced) zeroth singular homology group for the disjoint union of two one-point spaces would be 0 wouldn't it? Then the complete version would equal 0+G (because of equivalence of reduced and complete homologies in dimension zero) while we know it is truly G+G (as the space has two arc components)... :(   Am I in trouble here?  I was confused because it appears you're using wedge sum (ie pointed spaces) rather than disjoint union (unpointed spaces).  Okay yes this kind of additivity holds.  In this case the reduced $H_0$ of a pointed space basically counts the number of path-components disjoint from the basepoint.  So if $n$ and"
88694,"Barinder: Thanks for adding more informations.  Mazur proves that if $N$ is prime and $>13$ then $X_0(N)(\mathbf{Q})$ is finite (Theorem 6). Right before Theorem 7 he says that one ""expects"" that if $N>163$ (""all $N$"") then $X_0(N)(\mathbf{Q})=\{0\infty\}$. The ""all $N$"" clause seems to indicate that he is including composite $N$ but for non-prime $N$ there are more than two cusps; maybe he just meant that there are only cusps. He refers to a paper of Ogg where the latter says that the then-known list up to $N=163$ ""may very well be a complete list"" of non-cusp points. Nowhere does he prove what you claim in the first sentence. Mazur does prove that if $N$ is any integer $\geq13$ then the only $\mathbf{Q}$-rational points on $X_1(N)$ are the cusps. Isn't the modular curve rational for some values of $N$? $X_0(N)$ are algebraic curves over rationals for all N.
 You might wish to look at Merel's paper (Bornes pour la torsion des courbes elliptiques sur les corps de nombres. 
*Invent. Math.* 124 (1996) no. 1-3 4"
88698,"I think the answer depends a lot on the acutal polytope. If this is formulated by $A\nabla u(x)\leq b$ then you should look closer on the set of $A\nabla u(x)\leq 0$. The polytope is described as $\{(p_1 \dotsp_d): 0\leq p_i\leq 1\sum p_i\leq k\}$ for some fixed k∈[0d]. It may be described in such a way for natural matrix $A$ with $2d+1$ rows. "
88710,"I had once the software ""graphpad prism"" for experiments with curve fitting. I found it very good for extremely explorative situations - it also tests parameter combinations of different types of functions out of a pool of functions which you can define. When I had it (~2 years ago) one could test the software for 30 days - that fitted well for the problem which I then have had. "
88714,"You are probably right - I just remembered seeing papers about orderable groups that mentioned several orderings of the free group and assumed it was a well understood topic. Any ordering of the free group gives a noncommutative monomial ordering. There is plenty of literature on orderings of the free group so that might be a good place to get started. I would be much obliged if you could be a little bit more precise than that and point me to some literature discussing this question. What I was able to find out so far were some papers where *right* orderings were discussed and some other papers discussing orderings of groups which are very far from free.  P.S. Of course I also saw some examples of orderings for the free groups but I don't think that I saw anything remotely similar to even a discussion of a question of classification. However I am sure there are things I overlooked and I would be happy to have a precise pointer (alas that ""plenty of literature"" you are referring to seems to be somewhat elusive"
88716,"GIve a set $X$ you have that $X\times \emptyset=\emptyset$ (may be you get a mistake considering $X\times \{*\}=X$ Please read a) the FAQ of mathoverflow b) any introduction to category theory. I've deleted the inappropriate tags (logic set-theory higher-category-theory). Thank you Martin ! Virtually every introduction to category theory will answer your question. In fact for two categories $\mathcal{A}$ $\mathcal{B}$ there is always a product category $\mathcal{A} \times \mathcal{B}$  and its definition is as straightforward as it can possibly be. Wikipedia and nLab also know the answer: en.wikipedia.org/wiki/Product_category ncatlab.org/nlab/show/product+category – Sebastian K. 0 secs ago"
88718,"Not only there are examples of sets of $(r-1)(d+1)$ points with no Tverberg partition but every set in sufficiently general position is such an example (by the dimension-counting). So every condition that lowers the bound in Tverberg's theorem must necessarily be of the form ""there is a particular kind of algebraic relation between the points"" which does not sound all that natural geometrically. With that said I do not know any results of this kind."
88730,"Tom Goodwillie: I added an example to explain better what I mean and to show that my questions are justified. The question is unclear. As I understand the terms a differentiable manifold has a unique smooth maximal atlas. The same topological manifold can have more than one differentiable structure that is is can be more than differentiable manifold that is it can be given more than one maximal smooth atlas (where ""smooth atlas"" means that any two charts in the atlas are compatible with each other and ""maximal"" means that every chart compatible with the atlas is in the atlas). Your $\mathcal A'$ should not be called a new atlas on the same differentiable manifold but rather a new atlas on the same topological manifold; or you can say that it makes a new differentiable manifold $M'$ with the same underlying topological manifold as $M$. Are you wondering when $M$ and $M'$ are diffeomorphic?  Of course they are in your class of examples ($f$ gives a diffeomorphism between $M$ and $M'$). Tom Goodwillie: Yes $M$ i"
88732,"I think this is somewhere in Kiran Kedlaya's recent book on $p$-adic differential equations. I don't have it nearby so I don't know for sure. Otherwise have a look at some of Laurent Berger's surveys. You might find something there.  Oh another thing you might want to give a (loose) definition of $\mathcal{E}$ because there are so many of ""Fontaine's rings"" (and not all by Fontaine); what's worse different notations for the same rings. (I assume you mean the ""Robba ring"" but I could be wrong.)"
88738,"Even though the log term will look ugly is it not more revealing to write the right hand side as 2y_i-1 - y_i-2 + log(1-stuff)/logp? Gerhard ""Ask Me About System Design"" Paseman 2012.02.17"
88740,"What about ""Algebre et théories galoisiennes"" of A. Douady and R. Douady (if you can read french)? McKean and Moll's book Elliptic Curves might be a bit elementary but I like their discussion of this a lot. Henri: that would have been my suggestion too. Douady and Douady is appealing to me but it's probably too sophisticated for my student - they define the field of meromorphic functions as a projective limit for example.  McKean and Moll is more the right style although I'm having trouble finding where they address the fact that I asked about. Simon Donaldson's new book ""Riemann Surfaces"" looks very nice if I could scare up a copy..."
88741,"Just added a bounty to raise the question's profile. Willie you're right. I want the analytical domain of influence to be as small as possible so I should ask for the relevant conditions to be satisfied for arbitrarily small neighborhoods $O$ of $x$. I'll edit the question accordingly. Your definition of analytic domain of dependence needs to be more carefully re-written. I think instead of $\exists O$ you need $\forall O$: otherwise take any Cauchy surface $\Sigma$ through $x$ and any $y\in \Sigma$: you can certainly choose  neighbourhood $O$ of $x$ composed of $O_x\cup O_y$ where $O_y$ is a neighbourhood of $y$. Then by your definition $y$ is in the domain of influence which is nonsensical. "
88750,"I heard similar things about compactness being the next best thing after finiteness. I just never understood what is so great about finiteness..."
88752,"What type of convergence?"
88762,"When $q$ is not a root of unity the Hecke algebra $\mathcal{H}_q(d)$ is isomorphic to the group the algebra of $S_d$. This can be seen using Brundan and Kleshchev's isomorphism theorem in http://arxiv.org/abs/0808.2032 . Unfortunately the Coxeter presentation does not behave nicely under this isomorphism so the bialgebra structure is hidden. Additionally if we use the KLR presentation of the paper above it is not clear that any Hecke algebra has a bialgebra structure. The braid group $\mathcal{B}_d$ generators $\sigma_i$ act on any $\mathcal{H}_q(d)$  module by an operator with (at most) two eigenvectors.  So if $V$ and $W$ are two $\mathcal{H}_q(d)$ irreps and $\mathcal{H}_q(d)$ had a bialgebra structure then the braid group would act on $V\otimes W$.  In the case of $q=1$ this $\B_d$ action is diagonal but in the $q$ generic (or root of unity) case the diagonal action would give us the wrong eigenvalues for $\sigma_i$ assuming a bialgebra structure.  This is not a proof that such a bialgebra structure does "
88773,"The Fibonacci shift is not sofic so your tree is not rational (i.e.it has infinitely many cone types). "
88777,"Just to remind you this is a generalization of the problem you helped me with last year.  I was looking at the case of primorials then.  It may help in the general case.  Gerhard ""Ask Me About Jacobsthal's Function"" Paseman 2012.02.17 Also phi(n) is not xr unless x=n.  I like the question but it needs a little polish.  Gerhard ""Ask Me About System Design"" Paseman 2012.02.17 Aaron in your 1st display each $x$ should be $n$ right? Ah yes the perils of cut and paste. Indeed they should be $n$ and now are. A slightly smoother way to phrase this: The running total gives a step function starting at $(00)$ and ending at $(n\Phi(n)).$ It takes a jump of $1$ at certain integers. The line connecting the endpoints has slope $r$. Does the running total stay between $rx-k$ and $rx+k$? Viewed as path made of vertical and horizontal segments the graph is centrally symmetric. Hi...would this question I asked recently help? http://mathoverflow.net/questions/88174/a-question-on-an-error-term-arising-from-the-erastothenes-sieve"
88782,"The boundary of a strongly pseudonvex domain . ramachandran sir  thanks for the comment...  Ohkk probably that is main point to use the terminology ""not flat"" cause non levi flat point lies in boundary of some pseudconvex domain... Actually i am first time coming across with this subject so it will take some time for assimilation.. Thanks for helping.."
88785,"central limit theorem is one reason Normal distribution stands out. i believe that normal disto's are essentially unique in being determined by their mean and standard deviation.  This has huge practical computational advantages.  Finally they seem to 'occur in nature' which makes them important because they are useful for real world modeling.  "
88788,"I believe that if you look at the category of varieties $Y$ with an open immersion $X \rightarrow Y$ then the ""birational join"" is the product (but not fiber product) in this category. This doesn't answer the question of what to call it but it may explain the referee's comment. Indeed. Thanks! As a somewhat obvious answer it is simply the closure of the universal map $X\to X\times X$ given by product topology."
88793,"That should give that the intersection numbers are at least $m$ not a multiple of $m$. Do you mean to say that $f_i(x)-f_j(x)$ is an $m$th power? I fixed it in the body. Why do you say that? That's not true... Apologies I was still thinking in terms of the previous setup. We can do stupid things like take some fixed polynomial $f$ with $f(0)=0$ and then put $f_i(x) = f(x) + a_i$ for each $i$.  Whether or not this is OK when some $a_i$ are equal is up for debate.  Essentially this pushes all the points of intersection between the graphs of the polynomials to the line at infinity in projective space. I mean for the $f_i$'s to br different. The $a_i$'s need not be different however. When $m\geq 4$ this should be impossible by Mason-Stothers. Zaimi: Can you expatiate?"
88796,"I guess we can close this as no longer relevant then. There is not enough information -- what exactly do you need this for? There are literally hundreds of equally valid answers otherwise. Contemporary Communication Systems Using MATLAB 
John G. Proakis  Masoud Salehi  Gerhard Bauch 
http://www.amazon.com/Contemporary-Communication-Systems-Using-MATLAB/dp/0534406173
 You may also ask at http://dsp.stackexchange.com/ but I agree with Igor that it is not really clear what you want "
88798,"Dear Akhil For the char. $p$ story note that in general $h^{pq}$s are not constant even in smooth projective families in char. $p$.  See the paper of Deligne and Illusie (easy to recognize on MathSciNet) for some positive results and probably some references to the older literature (papers of Igusa and Serre I think) for counterexamples.  Two more things: for smooth proper families of curves its easy to see that the genus is constant and hence that the $h^{pq}$s are constant using the theorems on cohomology and base-change from the end of Chapter III of Harshorne.  And one place ... ... that the argument you gave for constancy of $h^{pq}$s in char. $0$ can be found is Deligne's article on the degeneration of spectral sequences.  This paper is a precursor to his papers on (mixed) Hodge theory and you might want to look at it and his Hodge theory papers for more information related to your question (and because they are beautiful and important in any case!).  Best wishes Matt Dear Matt Thank you for these addit"
88799,"http://en.wikipedia.org/wiki/Green's_theorem ?"
88813,"There are different proofs of the Sobolev embedding theorem and not all use GNS or Morrey inequalities. But are you looking specifically for Sobolev's proof using polynomials?"
88814,"Is ""$f$ is analytic"" the same as ""the graph of $f$ is an analytic curve""? If so then $H=F$ since a group contains the inverse of each of its elements. If no then what is the difference?  Gerry Myerson: For example the function $f(x)=x^{1/3}$ is not analytic although its graph is an analytic curve in $\mathbb R\times \mathbb R$. This is hardly worth mentioning but perhaps in the definition of $\mathcal{H}(I)$ the member functions themselves (in addition to their inverses) should be required to be analytic. Tiankai: indeed thanks. $\mathcal{H}(I)$ is not necessarily a subgroup of $\mathcal{H}_Q(I)$ since for example $x+1\in\mathcal{H}(\mathbb{R})$ but not in $\mathcal{H}_0(\mathbb{R})$. Steve D: Thanks for pointing this out I updated the question accordingly."
88816,"(Title re-edited. ""Linear*ly* independent[...]"" is the right spelling) Thanks Qfwfq! Excuse me for my bad english. Maybe looking for the keyword ""control theory"" might be useful. You cannot assume that $X_1 = \partial/\partial x_1$ because it might be nonconstant. Since $X_1$ has no zeros I can assume after a change of the coordinate system that $X_1$ is constant. "
88824,"is this homework? I like the question since $R$ is rather general (ok the commutivity condition could be dropped but that wouldn't essentially effect the results stated in my answer). In particular I would be interested in knowing the global dimension if $R$ is not Noetherian. "
88825,"I am afraid that the exact formula might be cumbersome to derive.  But for approximation there is a general method to compute volume of any convex body originating from the works of Dyer--Frieze--Kannan method. From computation point of view these methods are very easy to implement: all one needs is to be able tell if a point is the body and to simulate certain very simple random walk inside the body. The hard part is to prove that the resulting algorithm works but it is not needed to run the algorithm. See http://www.renyi.hu/~miki/kopenwww.pdf for a survey of these algorithms. "
88830,"Expanding on Donu's comment $C_g: y^p-y=f(g(x))$ maps to $C: y^p-y=f(x)$ by $(xy) \mapsto (g(x)y)$. From general theory it follows that the numerator of the zeta function of $C$ divides the numerator of the zeta function of $C_g$. One can also describe the number of points of $g(\mathbb{F}_q)$ in terms of the Galois group of $g(x)-t$ but the answer will depend a lot on $g$ and to get results about $C$ and $C_g$ you'll need to know whether $f$ and $g$ are related or not. Do you have a specific case that you are interested in? Thanks Felipe!It really helped. Can you please suggest me a reference to read on this? I was interested in the case when $g(x)=x+\frac{1}{x}$ and $f$ is any polynomial.  Is there a simpler way to look at when $g=x+1/x$? Could you please explain? Birch and Swinnerton-Dyer Note on a problem of Chowla Acta Arith 5 (1959) 417-423 for value sets of general $g$. But for $x+1/x$ you won't need this. I don't really understand your notation. Is $C_g$ the curve
$y^p-y=f(g(x))$? If not then what? Ye"
88842,"This goes under the name ""surgery theory"". See Andrew Ranicki's answer of the question  http://mathoverflow.net/questions/129/how-can-you-tell-if-a-space-is-homotopy-equivalent-to-a-manifold. See also the well-written article http://en.wikipedia.org/wiki/Normal_invariant. BTW: Seems your question is a duplicate.  I believe my problem is actually different.  The problem you cited and the normal invariant discuss when a CW-complex is only homotopy equivalent to some manifold but I'm interested in knowing when a CW-complex IS a manifold.  When does CW-complex itself naturally admit a locally Euclidean structure?  The difference seems minor but I think it is fundamental."
88844,"The question is whether the s-cobordism theorem holds for surfaces Your question is quite vague.  You've already listed one condition -- that $f_{\pm}$ extends to a homeomorphism.  Why isn't that an answer?  You've been asking quite a few similar questions recently.  I suspect your low response rate is due to the vague nature of your questions. See: http://mathoverflow.net/questions/88609/mapping-class-group-and-cylindrical-structure and http://mathoverflow.net/questions/88334/isomorphism-of-cobordisms s-cobordism theorem is close to what I wanted to know but I don't know how to fit my questiono into it yet.

Ryan thank you for your advise. Yes it is ture my question is vague. By the way the statement ""$f_{\pm}$ extends..."" is not a condition but the conclusion. I want some condision on which this statement holds. What sort of conditions do you have in mind? Are you looking for an h-cobordism-type theorem for $3$-manifolds cobounding surfaces? The h-cobordism does hold in this case which follows from the Poin"
88849,"I think the OP asks for the whole space. András Bátkai. Thanks for pointing out in your answer in which sense the case $p=1$ is different. What do you mean by ""the whole space"" here above? I just wanted to say that ""the Laplace operator with maximal domain on $L^p(\mathbb R^n)$ is the generator of an analytic semigroup on $L^p(\mathbb R^n)$"" would be a precise (and true) statement; while without specification of the domain it doesn't make much sense.    Besides the method used in the reference given in András Bátkai's answer there is also another way to prove this fact: one could exploit that the Laplacian is ""the square of a group generator"". A reference for this is for example ""One Parameter semigroups for linear evolution equations"" by Engel/Nagel. See in particular Corollary 4.9 and Example 4.10. 
Also in this case there is no substantial difference in the proof between p=1 and p>1 so I was wondering if  Martin knows another type of argument which works only for $p>1$ (I would be interested in this). "
88853,"I'm interested in what these have to do with determinants of band matrices!"
